;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;
PHB_fascist_dictatorship;Commonwealth;;;;;;;;;;;;;x
PHB_presidential_dictatorship;Commonwealth;;;;;;;;;;;;;x
PHB_bourgeois_dictatorship;Commonwealth;;;;;;;;;;;;;x
PHB_democracy;Commonwealth;;;;;;;;;;;;;x
NTL;Northland;;;;;;;;;;;;;;;;;;;;;;;x;;;;
NTL_ADJ;Northlandic;;;;;;;;;;;;;;;;;;;;;;;x;;;;
HSP;Hesperia;;;;;;;;;;;;;;;;;;;;;;;x;;;;
HSP_ADJ;Hesperian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PIN;Pindorama;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PIN_ADJ;Pindoramese;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AMZ;Amazonia;;;;;;;;;;;;;;;;;;;;;;;x;;;;
AMZ_ADJ;Amazonian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
DNB;Danubian Confederation;;;;;;;;;;;;;;;;;;;;;;;x;;;;
DNB_ADJ;Danubian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
DNB_absolute_monarchy;Danubian Confederation;;;;;;;;;;;;;x
DNB_prussian_constitutionalism;Danubian Confederation;;;;;;;;;;;;;x
DNB_hms_government;Danubian Confederation;;;;;;;;;;;;;x
DNB_proletarian_dictatorship;Danubian Confederation;;;;;;;;;;;;;x
DNB_fascist_dictatorship;Danubian Confederation;;;;;;;;;;;;;x
DNB_presidential_dictatorship;Danubian Confederation;;;;;;;;;;;;;x
DNB_bourgeois_dictatorship;Danubian Confederation;;;;;;;;;;;;;x
DNB_democracy;Danubian Confederation;;;;;;;;;;;;;x
UYG;Uyghuristan;;;;;;;;;;;;;x
UYG_ADJ;Uyghur;;;;;;;;;;;;;x
UYG_absolute_monarchy;Uyghur Khanate;;;;;;;;;;;;;x
UYG_prussian_constitutionalism;Uyghur Khanate;;;;;;;;;;;;;x
UYG_hms_government;Uyghur Khanate;;;;;;;;;;;;;x
UZB;Uzbekistan;;;;;;;;;;;;;x
UZB_ADJ;Uzbek;;;;;;;;;;;;;x
UZB_absolute_monarchy;Uzbek Khanate;;;;;;;;;;;;;x
UZB_prussian_constitutionalism;Uzbek Khanate;;;;;;;;;;;;;x
UZB_hms_government;Uzbek Khanate;;;;;;;;;;;;;x
TKS;Turkestan;;;;;;;;;;;;;x
TKS_ADJ;Turkic;;;;;;;;;;;;;x
TKS_absolute_monarchy;Turkic Khaganate;;;;;;;;;;;;;x
TKS_prussian_constitutionalism;Turkic Khaganate;;;;;;;;;;;;;x
TKS_hms_government;Turkic Khaganate;;;;;;;;;;;;;x
CLS;Celestial Empire;;;;;;;;;;;;;;;;;;;;;;;x;;;;
CLS_ADJ;Celestial;;;;;;;;;;;;;;;;;;;;;;;x;;;;
WSX;Wessex;;;;;;;;;;;;;;;;;;;;;;;x;;;;
WSX_ADJ;West Saxon;;;;;;;;;;;;;;;;;;;;;;;x;;;;
TWO;Two Saxonies;;;;;;;;;;;;;;;;;;;;;;;x;;;;
TWO_ADJ;Saxon;;;;;;;;;;;;;;;;;;;;;;;x;;;;
DYF;Dyflinn;;;;;;;;;;;;;;;;;;;;;;;x;;;;
DYF_ADJ;Dyflinnite;;;;;;;;;;;;;;;;;;;;;;;x;;;;
WEN;Wendland;;;;;;;;;;;;;;;;;;;;;;;x;;;;
WEN_ADJ;Wendish;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PIC;Pictland;;;;;;;;;;;;;;;;;;;;;;;x;;;;
PIC_ADJ;Pictish;;;;;;;;;;;;;;;;;;;;;;;x;;;;
NOR;Nornland;;;;;;;;;;;;;;;;;;;;;;;x;;;;
NOR_ADJ;Nornish;;;;;;;;;;;;;;;;;;;;;;;x;;;;
RHO;Rhomania;;;;;;;;;;;;;;;;;;;;;;;x;;;;
RHO_ADJ;Rhomanian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
RHO_absolute_monarchy;Rhomania;;;;;;;;;;;;;x
RHO_prussian_constitutionalism;Rhomania;;;;;;;;;;;;;x
RHO_hms_government;Rhomania;;;;;;;;;;;;;x
RHO_proletarian_dictatorship;Rhomania;;;;;;;;;;;;;x
RHO_fascist_dictatorship;Rhomania;;;;;;;;;;;;;x
RHO_presidential_dictatorship;Rhomania;;;;;;;;;;;;;x
RHO_bourgeois_dictatorship;Rhomania;;;;;;;;;;;;;x
RHO_democracy;Rhomania;;;;;;;;;;;;;x
NEU;Neustria;;;;;;;;;;;;;;;;;;;;;;;x;;;;
NEU_ADJ;Neustrian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
FRA;Frankland;;;;;;;;;;;;;;;;;;;;;;;x;;;;
FRA_ADJ;Frankish;;;;;;;;;;;;;;;;;;;;;;;x;;;;
FRA_absolute_monarchy;Frankland;;;;;;;;;;;;;x
FRA_prussian_constitutionalism;Frankland;;;;;;;;;;;;;x
FRA_hms_government;Frankland;;;;;;;;;;;;;x
FRA_proletarian_dictatorship;Frankland;;;;;;;;;;;;;x
FRA_fascist_dictatorship;Frankland;;;;;;;;;;;;;x
FRA_presidential_dictatorship;Frankland;;;;;;;;;;;;;x
FRA_bourgeois_dictatorship;Frankland;;;;;;;;;;;;;x
FRA_democracy;Frankland;;;;;;;;;;;;;x
DUT;Dutchland;;;;;;;;;;;;;;;;;;;;;;;x;;;;
DUT_ADJ;Dutch;;;;;;;;;;;;;;;;;;;;;;;x;;;;
LAT;Latin Empire;;;;;;;;;;;;;;;;;;;;;;;x;;;;
LAT_ADJ;Latin;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ARE;Arelat;;;;;;;;;;;;;;;;;;;;;;;x;;;;
ARE_ADJ;Arelatian;;;;;;;;;;;;;;;;;;;;;;;x;;;;
